date,neg,neu,pos,compound
2018-02-04,0.08,0.753,0.166,0.9968
2018-02-03,0.071,0.783,0.146,0.9956
2018-02-02,0.098,0.757,0.146,0.9781
2018-02-01,0.102,0.762,0.137,0.9837
2018-01-31,0.071,0.802,0.127,0.9921
2018-01-30,0.082,0.82,0.099,0.7675
2018-01-29,0.069,0.777,0.153,0.9971
2018-01-28,0.078,0.773,0.148,0.9918
2018-01-27,0.073,0.785,0.142,0.9933
2018-01-26,0.048,0.818,0.134,0.9961
2018-01-25,0.06,0.785,0.155,0.9957
2018-01-24,0.084,0.776,0.14,0.9911
2018-01-23,0.094,0.777,0.128,0.9834
2018-01-22,0.057,0.799,0.143,0.9971
2018-01-21,0.078,0.77,0.152,0.9959
2018-01-20,0.087,0.794,0.119,0.9725
2018-01-19,0.061,0.817,0.122,0.9916
2018-01-18,0.091,0.809,0.1,-0.2584
2018-01-17,0.071,0.801,0.129,0.9896
2018-01-16,0.095,0.745,0.16,0.991
2018-01-15,0.023,0.831,0.146,0.9983
2018-01-14,0.049,0.808,0.144,0.9964
2018-01-13,0.084,0.753,0.163,0.994
2018-01-12,0.058,0.791,0.151,0.9967
2018-01-11,0.098,0.817,0.085,-0.8243
2018-01-10,0.056,0.796,0.148,0.9964
2018-01-09,0.1,0.751,0.148,0.9837
2018-01-08,0.064,0.811,0.126,0.9902
2018-01-07,0.067,0.815,0.119,0.9928
2018-01-06,0.08,0.77,0.15,0.994
2018-01-05,0.067,0.793,0.141,0.9965
2018-01-04,0.101,0.789,0.11,0.816
2018-01-03,0.053,0.815,0.132,0.9954
2018-01-02,0.052,0.831,0.117,0.9919
2018-01-01,0.072,0.796,0.132,0.9945
2017-12-31,0.055,0.804,0.141,0.9978
2017-12-30,0.118,0.742,0.14,0.9354
2017-12-29,0.045,0.801,0.155,0.9977
2017-12-28,0.055,0.814,0.13,0.9966
2017-12-27,0.072,0.779,0.149,0.9953
2017-12-26,0.061,0.759,0.18,0.9984
2017-12-25,0.041,0.782,0.178,0.9985
2017-12-24,0.047,0.775,0.179,0.9989
2017-12-23,0.088,0.807,0.105,0.9136
2017-12-22,0.062,0.78,0.158,0.9969
2017-12-21,0.093,0.805,0.102,0.6159
2017-12-20,0.073,0.811,0.116,0.9847
2017-12-19,0.041,0.849,0.109,0.9906
2017-12-18,0.069,0.761,0.17,0.9968
2017-12-17,0.097,0.805,0.097,-0.471
2017-12-16,0.05,0.802,0.148,0.9961
2017-12-15,0.031,0.831,0.137,0.9969
2017-12-14,0.054,0.8,0.146,0.9956
2017-12-13,0.056,0.773,0.171,0.9976
2017-12-12,0.048,0.81,0.141,0.9965
2017-12-11,0.049,0.803,0.148,0.996
2017-12-10,0.06,0.831,0.109,0.9804
2017-12-09,0.103,0.795,0.102,-0.7279
2017-12-08,0.077,0.777,0.146,0.9919
2017-12-07,0.113,0.739,0.148,0.9723
2017-12-06,0.075,0.792,0.132,0.9869
2017-12-05,0.05,0.848,0.102,0.9887
2017-12-04,0.05,0.83,0.12,0.991
2017-12-03,0.062,0.816,0.123,0.9878
2017-12-02,0.062,0.8,0.138,0.9917
2017-12-01,0.068,0.787,0.145,0.9933
2017-11-30,0.093,0.779,0.128,0.9705
2017-11-29,0.087,0.794,0.119,0.9515
2017-11-28,0.027,0.827,0.146,0.9977
2017-11-27,0.075,0.811,0.114,0.9628
2017-11-26,0.039,0.852,0.109,0.9898
2017-11-25,0.052,0.833,0.115,0.9923
2017-11-24,0.026,0.81,0.164,0.9986
2017-11-23,0.02,0.856,0.124,0.9969
2017-11-22,0.058,0.793,0.15,0.996
2017-11-21,0.047,0.811,0.142,0.9941
2017-11-20,0.058,0.803,0.139,0.9955
2017-11-19,0.048,0.81,0.141,0.9965
2017-11-18,0.039,0.826,0.135,0.9976
2017-11-17,0.045,0.801,0.153,0.9977
2017-11-16,0.057,0.821,0.122,0.9919
2017-11-15,0.056,0.836,0.107,0.9879
2017-11-14,0.05,0.843,0.107,0.9927
2017-11-13,0.082,0.761,0.157,0.9955
2017-11-12,0.093,0.77,0.137,0.9862
2017-11-11,0.059,0.827,0.114,0.9908
2017-11-10,0.059,0.839,0.103,0.9825
2017-11-09,0.071,0.826,0.104,0.9756
2017-11-08,0.102,0.796,0.102,0.4664
2017-11-07,0.051,0.829,0.12,0.9896
2017-11-06,0.028,0.865,0.108,0.9879
2017-11-05,0.064,0.823,0.113,0.9729
2017-11-04,0.044,0.796,0.159,0.9961
2017-11-03,0.024,0.864,0.112,0.9929
2017-11-02,0.071,0.811,0.118,0.9646
2017-11-01,0.019,0.828,0.153,0.9958
2017-10-31,0.036,0.829,0.136,0.9946
2017-10-30,0.075,0.827,0.098,0.8315
2017-10-29,0.023,0.85,0.128,0.995
2017-10-28,0.023,0.856,0.121,0.9929
2017-10-27,0.058,0.813,0.128,0.9907
2017-10-26,0.035,0.814,0.151,0.9959
2017-10-25,0.047,0.79,0.163,0.996
2017-10-24,0.044,0.81,0.146,0.9944
2017-10-23,0.032,0.832,0.136,0.9945
2017-10-22,0.027,0.86,0.114,0.9914
2017-10-21,0.079,0.787,0.134,0.9809
2017-10-20,0.047,0.876,0.077,0.8519
2017-10-19,0.028,0.881,0.092,0.9813
2017-10-18,0.026,0.837,0.137,0.9951
2017-10-17,0.017,0.862,0.121,0.9939
2017-10-16,0.014,0.891,0.095,0.9908
2017-10-15,0.078,0.8,0.121,0.9501
2017-10-14,0.041,0.843,0.116,0.9901
2017-10-13,0.064,0.836,0.1,0.954
2017-10-12,0.071,0.839,0.09,0.8032
2017-10-11,0.012,0.867,0.121,0.9937
2017-10-10,0.027,0.857,0.116,0.9924
2017-10-09,0.044,0.849,0.106,0.9848
2017-10-08,0.033,0.886,0.081,0.9682
2017-10-07,0.059,0.803,0.138,0.9919
2017-10-06,0.032,0.846,0.122,0.9913
2017-10-05,0.03,0.816,0.154,0.9968
2017-10-04,0.038,0.86,0.102,0.9867
2017-10-03,0.029,0.901,0.07,0.9612
2017-10-02,0.01,0.868,0.122,0.9953
2017-10-01,0.048,0.885,0.067,0.8625
2017-09-30,0.018,0.827,0.155,0.9969
2017-09-29,0.042,0.854,0.104,0.9817
2017-09-28,0.039,0.805,0.156,0.9958
2017-09-27,0.051,0.8,0.149,0.9935
2017-09-26,0.046,0.829,0.125,0.992
2017-09-25,0.032,0.833,0.136,0.995
2017-09-24,0.025,0.866,0.109,0.9901
2017-09-23,0.045,0.887,0.068,0.8829
2017-09-22,0.043,0.826,0.131,0.9929
2017-09-21,0.04,0.863,0.097,0.9853
2017-09-20,0.025,0.86,0.115,0.9936
2017-09-19,0.053,0.862,0.085,0.9327
2017-09-18,0.068,0.841,0.091,0.7096
2017-09-17,0.059,0.834,0.107,0.971
2017-09-16,0.076,0.793,0.131,0.9703
2017-09-15,0.073,0.773,0.154,0.99
2017-09-14,0.087,0.768,0.145,0.9779
2017-09-13,0.072,0.83,0.098,0.2853
2017-09-12,0.138,0.784,0.079,-0.9871
2017-09-11,0.079,0.858,0.064,-0.8442
2017-09-10,0.023,0.874,0.102,0.9909
2017-09-09,0.065,0.849,0.086,0.7833
2017-09-08,0.079,0.826,0.095,0.802
2017-09-07,0.056,0.814,0.129,0.9914
2017-09-06,0.029,0.883,0.088,0.9823
2017-09-05,0.077,0.821,0.102,0.8548
2017-09-04,0.047,0.878,0.075,0.9146
2017-09-03,0.014,0.901,0.085,0.9856
2017-09-02,0.022,0.864,0.114,0.9928
2017-09-01,0.043,0.81,0.147,0.9942
2017-08-31,0.058,0.808,0.134,0.9875
2017-08-30,0.018,0.861,0.121,0.9953
2017-08-29,0.088,0.807,0.105,0.861
2017-08-28,0.028,0.885,0.087,0.977
2017-08-27,0.035,0.878,0.087,0.9779
2017-08-26,0.011,0.914,0.075,0.9842
2017-08-25,0.052,0.832,0.116,0.9869
2017-08-24,0.057,0.852,0.091,0.9457
2017-08-23,0.052,0.83,0.117,0.9869
2017-08-22,0.078,0.791,0.132,0.9693
2017-08-21,0.038,0.851,0.112,0.9879
2017-08-20,0.068,0.845,0.087,0.7594
2017-08-19,0.039,0.913,0.048,0.7184
2017-08-18,0.02,0.851,0.129,0.9945
2017-08-17,0.058,0.812,0.131,0.9886
2017-08-16,0.03,0.885,0.085,0.9758
2017-08-15,0.061,0.817,0.122,0.9834
2017-08-14,0.003,0.919,0.078,0.9854
2017-08-13,0.027,0.829,0.143,0.9952
2017-08-12,0.095,0.782,0.123,0.846
2017-08-11,0.036,0.857,0.107,0.9877
2017-08-10,0.023,0.873,0.104,0.9908
2017-08-09,0.038,0.863,0.1,0.981
2017-08-08,0.056,0.848,0.095,0.9572
2017-08-07,0.067,0.813,0.121,0.9735
2017-08-06,0.067,0.782,0.151,0.9911
2017-08-05,0.067,0.804,0.129,0.9828
2017-08-04,0.046,0.86,0.095,0.9633
2017-08-03,0.065,0.824,0.111,0.9739
2017-08-02,0.063,0.862,0.074,0.7009
2017-08-01,0.084,0.818,0.098,0.7506
2017-07-31,0.062,0.843,0.095,0.9666
2017-07-30,0.04,0.846,0.113,0.9892
2017-07-29,0.035,0.836,0.128,0.9937
2017-07-28,0.054,0.8,0.146,0.9933
2017-07-27,0.048,0.856,0.095,0.9716
2017-07-26,0.104,0.822,0.074,-0.9314
2017-07-25,0.081,0.817,0.102,0.926
2017-07-24,0.06,0.82,0.12,0.9805
2017-07-23,0.05,0.844,0.106,0.9838
2017-07-22,0.036,0.858,0.105,0.9867
2017-07-21,0.034,0.811,0.155,0.9958
2017-07-20,0.071,0.826,0.104,0.9442
2017-07-19,0.062,0.806,0.132,0.9914
2017-07-18,0.033,0.879,0.088,0.9782
2017-07-17,0.056,0.84,0.103,0.9714
2017-07-16,0.066,0.84,0.095,0.9445
2017-07-15,0.054,0.816,0.131,0.9925
2017-07-14,0.048,0.819,0.133,0.9929
2017-07-13,0.024,0.879,0.097,0.9892
2017-07-12,0.042,0.841,0.117,0.9872
2017-07-11,0.057,0.855,0.088,0.9492
2017-07-10,0.04,0.852,0.108,0.9868
2017-07-09,0.041,0.843,0.116,0.9903
2017-07-08,0.024,0.849,0.127,0.9944
2017-07-07,0.051,0.844,0.105,0.9752
2017-07-06,0.071,0.818,0.111,0.9489
2017-07-05,0.029,0.886,0.086,0.9808
2017-07-04,0.036,0.807,0.157,0.9952
2017-07-03,0.012,0.875,0.113,0.994
2017-07-02,0.033,0.837,0.129,0.9939
2017-07-01,0.053,0.842,0.106,0.9843
2017-06-30,0.048,0.859,0.093,0.9768
2017-06-29,0.016,0.853,0.13,0.9955
2017-06-28,0.088,0.8,0.113,0.9264
2017-06-27,0.039,0.88,0.08,0.9716
2017-06-26,0.048,0.845,0.108,0.9828
2017-06-25,0.036,0.891,0.073,0.95
2017-06-24,0.031,0.796,0.173,0.9971
2017-06-23,0.038,0.839,0.123,0.9922
2017-06-22,0.071,0.779,0.15,0.9858
2017-06-21,0.053,0.848,0.099,0.9686
2017-06-20,0.046,0.855,0.099,0.9797
2017-06-19,0.027,0.862,0.11,0.9912
2017-06-18,0.027,0.84,0.134,0.9951
2017-06-17,0.025,0.845,0.13,0.9938
2017-06-16,0.041,0.878,0.08,0.9678
2017-06-15,0.074,0.788,0.138,0.987
2017-06-14,0.056,0.762,0.182,0.9968
2017-06-13,0.018,0.876,0.106,0.9878
2017-06-12,0.057,0.836,0.107,0.9764
2017-06-11,0.019,0.87,0.111,0.9922
2017-06-10,0.028,0.835,0.137,0.9943
2017-06-09,0.054,0.824,0.122,0.9855
2017-06-08,0.044,0.863,0.093,0.9571
2017-06-07,0.044,0.823,0.133,0.9915
2017-06-06,0.014,0.821,0.165,0.9966
2017-06-05,0.024,0.842,0.134,0.9948
2017-06-04,0.087,0.823,0.09,-0.296
2017-06-03,0.008,0.861,0.131,0.9963
2017-06-02,0.06,0.836,0.104,0.9736
2017-06-01,0.101,0.812,0.087,-0.854
2017-05-31,0.05,0.855,0.095,0.9551
2017-05-30,0.062,0.819,0.119,0.9856
2017-05-29,0.038,0.874,0.088,0.9574
2017-05-28,0.037,0.872,0.091,0.9734
2017-05-27,0.042,0.859,0.099,0.9794
2017-05-26,0.069,0.786,0.146,0.9866
2017-05-25,0.071,0.829,0.099,0.6007
2017-05-24,0.044,0.801,0.155,0.9928
2017-05-23,0.045,0.799,0.156,0.9951
2017-05-22,0.029,0.869,0.102,0.9803
2017-05-21,0.042,0.862,0.096,0.9738
2017-05-20,0.057,0.81,0.134,0.9901
2017-05-19,0.059,0.81,0.131,0.9896
2017-05-18,0.05,0.828,0.122,0.9844
2017-05-17,0.043,0.866,0.091,0.9682
2017-05-16,0.051,0.802,0.148,0.9945
2017-05-15,0.039,0.801,0.16,0.9967
2017-05-14,0.044,0.811,0.145,0.9942
2017-05-13,0.048,0.838,0.114,0.9855
2017-05-12,0.083,0.824,0.093,0.8804
2017-05-11,0.058,0.852,0.091,0.9414
2017-05-10,0.015,0.886,0.099,0.9919
2017-05-09,0.07,0.821,0.109,0.9613
2017-05-08,0.056,0.84,0.104,0.9796
2017-05-07,0.035,0.855,0.11,0.9859
2017-05-06,0.028,0.843,0.13,0.9946
2017-05-05,0.029,0.864,0.107,0.9915
2017-05-04,0.043,0.865,0.092,0.9741
2017-05-03,0.066,0.859,0.074,0.8213
2017-05-02,0.033,0.81,0.157,0.9968
2017-05-01,0.052,0.863,0.085,0.9423
2017-04-30,0.029,0.881,0.09,0.985
2017-04-29,0.043,0.834,0.122,0.9899
2017-04-28,0.018,0.91,0.072,0.9723
2017-04-27,0.058,0.844,0.098,0.9595
2017-04-26,0.055,0.854,0.091,0.9231
2017-04-25,0.063,0.826,0.111,0.9696
2017-04-24,0.009,0.879,0.111,0.9911
2017-04-23,0.046,0.865,0.088,0.9702
2017-04-22,0.016,0.911,0.073,0.9812
2017-04-21,0.02,0.862,0.118,0.993
2017-04-20,0.03,0.835,0.135,0.9929
2017-04-19,0.026,0.851,0.123,0.9931
2017-04-18,0.072,0.817,0.111,0.9501
2017-04-17,0.04,0.858,0.102,0.9812
2017-04-16,0.035,0.832,0.133,0.9939
2017-04-15,0.051,0.836,0.113,0.9878
2017-04-14,0.05,0.873,0.077,0.9544
2017-04-13,0.04,0.806,0.154,0.9948
2017-04-12,0.046,0.832,0.123,0.9919
2017-04-11,0.04,0.88,0.08,0.9493
2017-04-10,0.06,0.864,0.077,0.7351
2017-04-09,0.016,0.917,0.067,0.9726
2017-04-08,0.028,0.863,0.109,0.9908
2017-04-07,0.078,0.775,0.148,0.9902
2017-04-06,0.048,0.84,0.112,0.9899
2017-04-05,0.055,0.834,0.111,0.981
2017-04-04,0.047,0.856,0.098,0.9781
2017-04-03,0.063,0.848,0.089,0.8074
2017-04-02,0.041,0.876,0.083,0.9657
2017-04-01,0.074,0.856,0.07,-0.5063
2017-03-31,0.036,0.85,0.114,0.9885
2017-03-30,0.059,0.867,0.074,0.5544
2017-03-29,0.064,0.803,0.132,0.9878
2017-03-28,0.078,0.784,0.138,0.984
2017-03-27,0.106,0.768,0.126,0.4927
2017-03-26,0.089,0.795,0.115,0.9295
2017-03-25,0.084,0.799,0.116,0.9666
2017-03-24,0.083,0.811,0.106,0.8979
2017-03-23,0.068,0.87,0.062,-0.5106
2017-03-22,0.073,0.825,0.102,0.9379
2017-03-21,0.089,0.795,0.117,0.9042
2017-03-20,0.05,0.86,0.09,0.9638
2017-03-19,0.081,0.786,0.132,0.9843
2017-03-18,0.043,0.841,0.116,0.9918
2017-03-17,0.055,0.809,0.136,0.9919
2017-03-16,0.075,0.812,0.113,0.9505
2017-03-15,0.076,0.823,0.101,0.8973
2017-03-14,0.061,0.822,0.118,0.9856
2017-03-13,0.084,0.786,0.131,0.9835
2017-03-12,0.072,0.844,0.084,0.5667
2017-03-11,0.079,0.784,0.136,0.9837
2017-03-10,0.101,0.79,0.108,0.8329
2017-03-09,0.048,0.864,0.087,0.9546
2017-03-08,0.052,0.804,0.144,0.993
2017-03-07,0.038,0.824,0.137,0.993
2017-03-06,0.08,0.8,0.119,0.9767
2017-03-05,0.048,0.848,0.103,0.9744
2017-03-04,0.05,0.861,0.089,0.9668
2017-03-03,0.037,0.82,0.143,0.9938
2017-03-02,0.029,0.854,0.117,0.9907
2017-03-01,0.024,0.849,0.128,0.9943
2017-02-28,0.019,0.873,0.108,0.9891
2017-02-27,0.023,0.89,0.087,0.9816
2017-02-26,0.074,0.824,0.103,0.8779
2017-02-25,0.039,0.846,0.115,0.9895
2017-02-24,0.031,0.863,0.106,0.9893
2017-02-23,0.036,0.873,0.091,0.9654
2017-02-22,0.043,0.838,0.119,0.9891
2017-02-21,0.036,0.855,0.109,0.9899
2017-02-20,0.026,0.889,0.085,0.9831
2017-02-19,0.015,0.924,0.061,0.9618
2017-02-18,0.028,0.887,0.085,0.9818
2017-02-17,0.06,0.864,0.076,0.6239
2017-02-16,0.029,0.824,0.147,0.9958
2017-02-15,0.041,0.842,0.117,0.9913
2017-02-14,0.032,0.841,0.127,0.9931
2017-02-13,0.025,0.843,0.132,0.9943
2017-02-12,0.032,0.835,0.133,0.9925
2017-02-11,0.014,0.878,0.108,0.9939
2017-02-10,0.008,0.867,0.125,0.9947
2017-02-09,0.033,0.843,0.124,0.9919
2017-02-08,0.068,0.865,0.067,-0.5719
2017-02-07,0.03,0.821,0.15,0.9957
2017-02-06,0.059,0.769,0.172,0.9967
2017-02-05,0.069,0.73,0.201,0.9982
2017-02-04,0.029,0.8,0.171,0.9982
2017-02-03,0.04,0.858,0.102,0.9884
2017-02-02,0.015,0.875,0.11,0.9926
2017-02-01,0.017,0.815,0.168,0.9976
2017-01-31,0.019,0.839,0.143,0.9969
2017-01-30,0.036,0.865,0.099,0.9839
2017-01-29,0.028,0.881,0.091,0.9846
2017-01-28,0.074,0.826,0.1,0.9198
2017-01-27,0.052,0.854,0.094,0.9485
2017-01-26,0.039,0.846,0.115,0.9908
2017-01-25,0.038,0.901,0.06,0.8591
2017-01-24,0.031,0.875,0.094,0.9803
2017-01-23,0.035,0.859,0.106,0.9831
2017-01-22,0.03,0.882,0.089,0.9855
2017-01-21,0.027,0.864,0.109,0.9905
2017-01-20,0.015,0.875,0.11,0.9931
2017-01-19,0.054,0.789,0.157,0.9961
2017-01-18,0.024,0.835,0.14,0.9963
2017-01-17,0.05,0.877,0.073,0.8257
2017-01-16,0.019,0.871,0.111,0.9941
2017-01-15,0.031,0.932,0.038,-0.2023
2017-01-14,0.054,0.879,0.067,0.8834
2017-01-13,0.054,0.864,0.082,0.8591
2017-01-12,0.062,0.866,0.072,0.5574
2017-01-11,0.098,0.817,0.085,-0.7776
2017-01-10,0.034,0.851,0.115,0.9908
2017-01-09,0.018,0.883,0.099,0.9873
2017-01-08,0.021,0.853,0.126,0.9928
2017-01-07,0.064,0.862,0.074,0.2973
2017-01-06,0.04,0.794,0.166,0.9966
2017-01-05,0.07,0.833,0.097,0.8519
2017-01-04,0.045,0.842,0.113,0.9806
2017-01-03,0.027,0.832,0.141,0.9948
2017-01-02,0.026,0.877,0.098,0.9874
2017-01-01,0.034,0.825,0.141,0.9934
2016-12-31,0.067,0.821,0.112,0.9753
2016-12-30,0.049,0.829,0.122,0.9867
2016-12-29,0.047,0.854,0.098,0.9809
2016-12-28,0.034,0.853,0.113,0.9854
2016-12-27,0.054,0.814,0.132,0.9896
2016-12-26,0.047,0.804,0.149,0.9945
2016-12-25,0.044,0.856,0.1,0.9859
2016-12-24,0.035,0.868,0.097,0.9855
2016-12-23,0.035,0.856,0.109,0.9874
2016-12-22,0.037,0.817,0.146,0.9944
2016-12-21,0.041,0.872,0.086,0.9678
2016-12-20,0.061,0.848,0.091,0.9261
2016-12-19,0.072,0.83,0.097,0.9076
2016-12-18,0.057,0.786,0.157,0.9953
2016-12-17,0.044,0.841,0.115,0.9837
2016-12-16,0.043,0.879,0.078,0.9552
2016-12-15,0.009,0.862,0.129,0.9954
2016-12-14,0.03,0.867,0.103,0.987
2016-12-13,0.013,0.838,0.149,0.9969
2016-12-12,0.02,0.834,0.146,0.9964
2016-12-11,0.033,0.845,0.122,0.9933
2016-12-10,0.023,0.919,0.058,0.9325
2016-12-09,0.026,0.845,0.13,0.9939
2016-12-08,0.045,0.852,0.104,0.9866
2016-12-07,0.043,0.821,0.136,0.9934
2016-12-06,0.059,0.841,0.1,0.9531
2016-12-05,0.051,0.837,0.112,0.9844
2016-12-04,0.038,0.889,0.073,0.9531
2016-12-03,0.067,0.809,0.125,0.9826
2016-12-02,0.036,0.877,0.086,0.9754
2016-12-01,0.027,0.868,0.105,0.9883
2016-11-30,0.007,0.857,0.136,0.9962
2016-11-29,0.032,0.833,0.135,0.9947
2016-11-28,0.054,0.836,0.109,0.9809
2016-11-27,0.039,0.838,0.123,0.9933
2016-11-26,0.024,0.832,0.144,0.9967
2016-11-25,0.02,0.84,0.14,0.9959
2016-11-24,0.041,0.837,0.122,0.9918
2016-11-23,0.057,0.839,0.105,0.9771
2016-11-22,0.046,0.87,0.084,0.9633
2016-11-21,0.047,0.86,0.093,0.9823
2016-11-20,0.072,0.832,0.096,0.891
2016-11-19,0.056,0.801,0.143,0.9913
2016-11-18,0.04,0.86,0.1,0.9786
2016-11-17,0.049,0.843,0.108,0.9829
2016-11-16,0.091,0.785,0.123,0.9322
2016-11-15,0.036,0.839,0.125,0.9921
2016-11-14,0.031,0.854,0.114,0.9923
2016-11-13,0.057,0.83,0.113,0.9795
2016-11-12,0.05,0.791,0.159,0.9952
2016-11-11,0.035,0.871,0.094,0.9851
2016-11-10,0.039,0.839,0.122,0.9923
2016-11-09,0.034,0.793,0.173,0.9959
2016-11-08,0.027,0.802,0.172,0.9973
2016-11-07,0.036,0.835,0.129,0.9946
2016-11-06,0.071,0.856,0.073,0.6584
2016-11-05,0.051,0.825,0.124,0.989
2016-11-04,0.051,0.82,0.129,0.9923
2016-11-03,0.029,0.857,0.114,0.9915
2016-11-02,0.06,0.82,0.12,0.9796
2016-11-01,0.07,0.81,0.119,0.9745
2016-10-31,0.032,0.872,0.096,0.9862
2016-10-30,0.076,0.817,0.106,0.9451
2016-10-29,0.045,0.797,0.157,0.9932
2016-10-28,0.061,0.808,0.131,0.9888
2016-10-27,0.058,0.851,0.092,0.9072
2016-10-26,0.037,0.842,0.121,0.9913
2016-10-25,0.019,0.838,0.143,0.9968
2016-10-24,0.029,0.858,0.113,0.9911
2016-10-23,0.042,0.858,0.1,0.9861
2016-10-22,0.057,0.836,0.107,0.9762
2016-10-21,0.079,0.826,0.094,0.7358
2016-10-20,0.003,0.895,0.102,0.9908
2016-10-19,0.051,0.836,0.113,0.9738
2016-10-18,0.056,0.797,0.146,0.9933
2016-10-17,0.035,0.828,0.137,0.9955
2016-10-16,0.065,0.802,0.132,0.9928
2016-10-15,0.026,0.841,0.133,0.9953
2016-10-14,0.04,0.813,0.147,0.996
2016-10-13,0.065,0.806,0.129,0.9854
2016-10-12,0.055,0.857,0.088,0.9565
2016-10-11,0.049,0.859,0.093,0.9578
2016-10-10,0.048,0.827,0.125,0.9915
2016-10-09,0.039,0.872,0.089,0.9809
2016-10-08,0.034,0.817,0.148,0.9948
2016-10-07,0.029,0.881,0.089,0.9806
2016-10-06,0.057,0.843,0.1,0.9661
2016-10-05,0.035,0.841,0.124,0.9903
2016-10-04,0.052,0.859,0.089,0.9509
2016-10-03,0.047,0.837,0.116,0.9877
2016-10-02,0.064,0.798,0.138,0.9925
2016-10-01,0.01,0.85,0.141,0.9973
2016-09-30,0.022,0.868,0.11,0.9932
2016-09-29,0.046,0.832,0.122,0.9881
2016-09-28,0.01,0.856,0.133,0.9958
2016-09-27,0.013,0.897,0.09,0.9887
2016-09-26,0.077,0.791,0.131,0.9876
2016-09-25,0.058,0.81,0.132,0.9915
2016-09-24,0.06,0.832,0.109,0.9792
2016-09-23,0.041,0.789,0.17,0.9968
2016-09-22,0.075,0.801,0.124,0.9613
2016-09-21,0.017,0.878,0.105,0.9912
2016-09-20,0.024,0.849,0.127,0.9927
2016-09-19,0.044,0.837,0.119,0.9914
2016-09-18,0.064,0.757,0.179,0.9961
2016-09-17,0.061,0.825,0.114,0.9704
2016-09-16,0.048,0.864,0.088,0.9666
2016-09-15,0.031,0.856,0.113,0.988
2016-09-14,0.077,0.822,0.101,0.926
2016-09-13,0.029,0.85,0.121,0.9901
2016-09-12,0.023,0.841,0.136,0.9955
2016-09-11,0.052,0.803,0.145,0.9933
2016-09-10,0.049,0.83,0.122,0.9857
2016-09-09,0.036,0.874,0.09,0.9753
2016-09-08,0.044,0.872,0.084,0.9474
2016-09-07,0.026,0.869,0.105,0.989
2016-09-06,0.05,0.877,0.073,0.8481
2016-09-05,0.024,0.848,0.128,0.9948
2016-09-04,0.082,0.774,0.145,0.9874
2016-09-03,0.035,0.827,0.137,0.9942
2016-09-02,0.079,0.782,0.139,0.9878
2016-09-01,0.096,0.784,0.119,0.9062
2016-08-31,0.044,0.807,0.149,0.9942
2016-08-30,0.045,0.858,0.097,0.962
2016-08-29,0.074,0.863,0.063,-0.6759
2016-08-28,0.039,0.789,0.173,0.9971
2016-08-27,0.053,0.86,0.087,0.9633
2016-08-26,0.02,0.837,0.143,0.9955
2016-08-25,0.072,0.792,0.136,0.984
2016-08-24,0.043,0.876,0.081,0.9322
2016-08-23,0.044,0.839,0.117,0.9844
2016-08-22,0.045,0.8,0.155,0.9953
2016-08-21,0.075,0.796,0.128,0.9831
2016-08-20,0.04,0.875,0.085,0.9673
2016-08-19,0.049,0.846,0.105,0.9844
2016-08-18,0.062,0.798,0.14,0.9906
2016-08-17,0.044,0.851,0.104,0.9855
2016-08-16,0.029,0.849,0.122,0.9929
2016-08-15,0.078,0.826,0.096,0.8848
2016-08-14,0.043,0.795,0.162,0.9958
2016-08-13,0.064,0.824,0.112,0.9814
2016-08-12,0.039,0.861,0.1,0.989
2016-08-11,0.065,0.844,0.092,0.9364
2016-08-10,0.024,0.902,0.074,0.9735
2016-08-09,0.047,0.868,0.085,0.9373
2016-08-08,0.048,0.862,0.091,0.9413
2016-08-07,0.076,0.836,0.088,0.4939
2016-08-06,0.032,0.856,0.111,0.9849
2016-08-05,0.058,0.851,0.091,0.9169
2016-08-04,0.084,0.809,0.107,0.8689
2016-08-03,0.145,0.777,0.078,-0.9874
2016-08-02,0.085,0.775,0.139,0.9634
2016-08-01,0.027,0.842,0.131,0.9937
2016-07-31,0.053,0.807,0.14,0.9919
2016-07-30,0.07,0.802,0.127,0.9753
2016-07-29,0.056,0.815,0.129,0.9883
2016-07-28,0.056,0.848,0.095,0.9618
2016-07-27,0.043,0.829,0.128,0.9904
2016-07-26,0.109,0.777,0.114,0.2144
2016-07-25,0.043,0.82,0.136,0.9924
2016-07-24,0.068,0.817,0.115,0.9723
2016-07-23,0.042,0.808,0.15,0.9953
2016-07-22,0.068,0.799,0.134,0.9893
2016-07-21,0.052,0.836,0.112,0.9879
2016-07-20,0.056,0.822,0.123,0.9917
2016-07-19,0.068,0.808,0.124,0.9694
2016-07-18,0.057,0.823,0.12,0.9796
2016-07-17,0.061,0.827,0.111,0.9618
2016-07-16,0.064,0.83,0.106,0.9682
2016-07-15,0.029,0.866,0.105,0.9851
2016-07-14,0.073,0.789,0.139,0.9868
2016-07-13,0.025,0.822,0.153,0.9961
2016-07-12,0.038,0.816,0.146,0.9954
2016-07-11,0.055,0.81,0.135,0.9888
2016-07-10,0.046,0.855,0.098,0.9783
2016-07-09,0.086,0.8,0.114,0.9356
2016-07-08,0.031,0.839,0.13,0.9927
2016-07-07,0.045,0.87,0.085,0.9451
2016-07-06,0.065,0.83,0.105,0.9274
2016-07-05,0.114,0.772,0.114,-0.4228
2016-07-04,0.04,0.832,0.128,0.9921
2016-07-03,0.038,0.826,0.136,0.9921
2016-07-02,0.048,0.828,0.124,0.9855
